Address,member,relation,gender,age,literacy,studying,degree,occupationalst,maritalst,Hoghugh_Income,Azad_Income,Other_Income,Yarane_Income,total_income
10006005929,1,Head,Male,26,literate,No,Bachelor,employed,Married,350320008.0,0.0,18500000.0,16380000.0,385200008.0
10011009720,1,Head,Male,27,literate,No,Diploma,employed,Married,120000000.0,0.0,16300000.0,10920000.0,147220000.0
10005004618,1,Head,Male,38,literate,No,Diploma,employed,Married,0.0,200000000.0,10000000.0,16380000.0,226380000.0
10006005920,1,Head,Male,43,literate,No,Secondary,employed,Married,328600008.0,0.0,17750000.0,16380000.0,362730008.0
10007007226,1,Head,Male,75,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,225250000.0,10920000.0,236170000.0
10009008518,1,Head,Male,58,literate,No,Elemantry,employed,Married,0.0,67000000.0,170000000.0,10920000.0,247920000.0
10011009714,1,Head,Male,36,literate,No,Secondary,employed,Married,0.0,180000000.0,0.0,0.0,180000000.0
10005004626,1,Head,Female,65,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,232900000.0,16380000.0,249280000.0
10005004626,2,Child,Female,34,literate,No,Diploma,employed,Divorced,167786672.0,0.0,0.0,0.0,167786672.0
10009008517,1,Head,Male,52,literate,No,Bachelor,employed,Married,0.0,110000000.0,20320000.0,21840000.0,152160000.0
10009008521,1,Head,Male,47,literate,No,Elemantry,employed,Married,0.0,60000000.0,10000000.0,21840000.0,91840000.0
10009008521,2,Spouse,Female,41,literate,No,Elemantry,employed,Married,0.0,30000000.0,0.0,0.0,30000000.0
10003003218,1,Head,Male,36,literate,No,Secondary,employed,Married,180000000.0,0.0,12760000.0,16380000.0,209140000.0
10003003219,1,Head,Male,36,literate,No,Secondary,employed,Married,120000000.0,0.0,15160000.0,21840000.0,157000000.0
10003003229,1,Head,Male,56,literate,No,Elemantry,employed,Married,396000000.0,0.0,10000000.0,21840000.0,427840000.0
10001002413,1,Head,Male,65,literate,No,Elemantry,employed,Married,0.0,480000000.0,16500000.0,16380000.0,512880000.0
10001001916,1,Head,Male,43,literate,No,Diploma,employed,Married,418960008.0,0.0,16680000.0,21840000.0,457480008.0
10001001914,1,Head,Female,63,illiterate,No,No degree,unemployed,Widowed,0.0,0.0,260000000.0,16380000.0,276380000.0
10006005924,1,Head,Male,50,literate,No,Secondary,employed,Married,0.0,240000000.0,10000000.0,27300000.0,277300000.0
10006005924,3,Child,Male,29,literate,Yes,Bachelor,employed,Single,323600008.0,0.0,0.0,0.0,323600008.0
10006005924,4,Child,Male,28,literate,No,Diploma,employed,Single,323600008.0,0.0,0.0,0.0,323600008.0
10011009726,1,Head,Male,44,literate,No,Elemantry,unemployed,Married,0.0,0.0,20320000.0,21840000.0,42160000.0
10011009718,1,Head,Male,80,literate,No,Other,employed,Married,0.0,60000000.0,49000000.0,16380000.0,125380000.0
10006005917,1,Head,Male,36,literate,No,College,employed,Married,180000000.0,0.0,18400000.0,16380000.0,214780000.0
10006005918,1,Head,Male,40,literate,No,Bachelor,unemployed,Single,0.0,0.0,42550000.0,10920000.0,53470000.0
10006005918,2,Sibling,Female,24,literate,No,Bachelor,employed,Single,16000000.0,0.0,32550000.0,0.0,48550000.0
10005004629,1,Head,Male,46,literate,No,Secondary,employed,Married,404640000.0,0.0,20600000.0,0.0,425240000.0
10005004629,3,Child,Male,22,literate,Yes,College,employed,Single,30000000.0,0.0,60000000.0,0.0,90000000.0
10001001923,1,Head,Male,70,literate,No,Other,IncomeWOJob,Married,0.0,0.0,300500000.0,10920000.0,311420000.0
10001001929,1,Head,Male,33,literate,No,Bachelor,employed,Married,348000000.0,0.0,16500000.0,16380000.0,380880000.0
10001000613,1,Head,Male,35,literate,No,Bachelor,employed,Married,0.0,380000000.0,16500000.0,16380000.0,412880000.0
10001000613,2,Spouse,Female,32,literate,No,Bachelor,employed,Married,366600000.0,0.0,0.0,0.0,366600000.0
10001001920,1,Head,Male,42,literate,No,Diploma,employed,Married,192000000.0,0.0,16800000.0,21840000.0,230640000.0
10001000626,1,Head,Male,55,literate,No,Diploma,employed,Married,336000000.0,0.0,14500000.0,10920000.0,361420000.0
10001000619,1,Head,Male,59,literate,No,Secondary,IncomeWOJob,Married,0.0,0.0,414500000.0,10920000.0,425420000.0
10001001926,1,Head,Male,27,literate,No,College,employed,Married,402800000.0,0.0,15200000.0,16380000.0,434380000.0
10009008526,1,Head,Male,60,literate,No,Elemantry,employed,Married,0.0,79000000.0,42250000.0,10920000.0,132170000.0
10009008529,1,Head,Male,41,literate,No,Bachelor,employed,Married,375680004.0,0.0,11600000.0,21840000.0,409120004.0
10011009723,1,Head,Male,41,literate,No,Diploma,employed,Married,90000000.0,0.0,21120000.0,21840000.0,132960000.0
10011009723,2,Spouse,Female,32,literate,No,Elemantry,Housewife,Married,0.0,0.0,800000.0,0.0,800000.0
10010009326,1,Head,Male,42,literate,No,Secondary,employed,Married,0.0,180000000.0,200600000.0,16380000.0,396980000.0
10010009326,4,Child,Male,0,illiterate,No,No degree,Other,Single,0.0,0.0,0.0,3185000.0,3185000.0
10010009323,1,Head,Male,44,literate,No,Diploma,employed,Married,0.0,129000000.0,6800000.0,16380000.0,152180000.0
10010009323,3,Child,Male,17,literate,No,Elemantry,IncomeWOJob,Single,0.0,0.0,13000000.0,0.0,13000000.0
10010009313,1,Head,Male,59,literate,No,Elemantry,employed,Married,64000000.0,0.0,11000000.0,27300000.0,102300000.0
10010009313,3,Child,Male,24,literate,No,Diploma,employed,Single,54000000.0,0.0,0.0,0.0,54000000.0
