Address,member,relation,gender,age,literacy,studying,degree,occupationalst,maritalst,Hoghugh_Income,Azad_Income,Other_Income,Yarane_Income,total_income
10011009725,1,Head,Male,28,literate,No,Secondary,employed,Married,480000000.0,0.0,20360000.0,10920000.0,511280000.0
10011009720,1,Head,Male,38,literate,No,Secondary,employed,Married,0.0,208000000.0,26560000.0,1610000.0,236170000.0
10011009720,2,Spouse,Female,31,literate,No,Elemantry,Housewife,Married,0.0,0.0,0.0,10920000.0,10920000.0
10011009720,4,Child,Male,0,illiterate,No,No degree,Other,Single,0.0,0.0,0.0,2275000.0,2275000.0
10011009735,1,Head,Male,29,literate,No,Secondary,employed,Married,0.0,480000000.0,26560000.0,1610000.0,508170000.0
10011009735,2,Spouse,Female,23,literate,No,Secondary,Housewife,Married,0.0,0.0,0.0,10920000.0,10920000.0
10003003235,1,Head,Male,51,literate,No,Elemantry,employed,Married,200000000.0,0.0,34640000.0,1610000.0,236250000.0
10003003235,2,Spouse,Female,48,literate,No,Elemantry,Housewife,Married,0.0,0.0,0.0,16380000.0,16380000.0
10003003235,4,Child,Male,27,literate,No,Diploma,employed,Single,0.0,162000000.0,0.0,0.0,162000000.0
10001000232,1,Head,Female,58,literate,No,Elemantry,IncomeWOJob,Widowed,0.0,0.0,890800000.0,1960000.0,892760000.0
10001000232,2,Child,Male,28,literate,No,Bachelor,employed,Single,680000000.0,0.0,0.0,5460000.0,685460000.0
10001000625,1,Head,Male,56,literate,No,Diploma,employed,Married,480000000.0,0.0,20800000.0,1610000.0,502410000.0
10001000625,2,Spouse,Female,51,literate,No,Diploma,Housewife,Married,0.0,0.0,0.0,5460000.0,5460000.0
10001000619,1,Head,Male,60,literate,No,Secondary,IncomeWOJob,Married,0.0,0.0,624800000.0,1610000.0,626410000.0
10001000619,2,Spouse,Female,53,literate,No,Secondary,Housewife,Married,0.0,0.0,0.0,5460000.0,5460000.0
10001000622,1,Head,Male,79,literate,No,Other,IncomeWOJob,Widowed,0.0,0.0,1205600000.0,1610000.0,1207210000.0
10001000622,2,Child,Male,38,literate,No,Master,employed,Single,584000000.0,0.0,0.0,10920000.0,594920000.0
10005004619,1,Head,Male,31,literate,No,Bachelor,employed,Married,544800000.0,0.0,0.0,10920000.0,555720000.0
10001000635,1,Head,Male,66,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,450800000.0,1610000.0,452410000.0
10001000635,2,Spouse,Female,54,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,370000000.0,5460000.0,375460000.0
10001000226,1,Head,Male,90,literate,No,Elemantry,IncomeWOJob,Widowed,0.0,0.0,435400000.0,1960000.0,437360000.0
10003003229,1,Head,Male,57,literate,No,Elemantry,employed,Married,523800000.0,30000000.0,22640000.0,21840000.0,598280000.0
10003003229,3,Child,Male,25,literate,No,Bachelor,unemployed,Single,0.0,0.0,42000000.0,0.0,42000000.0
10011009729,1,Head,Female,44,illiterate,No,No degree,Housewife,Married,0.0,0.0,22360000.0,1610000.0,23970000.0
10011009729,2,Child,Male,22,illiterate,No,No degree,employed,Single,198000000.0,0.0,0.0,0.0,198000000.0
10011009721,1,Head,Male,42,literate,No,Diploma,employed,Married,230000000.0,0.0,30640000.0,5460000.0,266100000.0
10011009721,2,Spouse,Female,33,literate,No,Elemantry,Housewife,Married,0.0,0.0,0.0,16380000.0,16380000.0
10001000230,1,Head,Male,83,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,498800000.0,1960000.0,500760000.0
10001000230,2,Spouse,Female,83,illiterate,No,No degree,Housewife,Married,0.0,0.0,0.0,5460000.0,5460000.0
10001001535,1,Head,Male,21,literate,No,Diploma,employed,Single,300000000.0,0.0,15400000.0,1960000.0,317360000.0
